principal,tenure_months,interest_rate,emi_amount,annual_income,employment_years,age_years,credit_score,num_credit_lines,num_delinquencies,debt_to_income,credit_history_months,credit_utilisation,is_ntc,loan_to_income,emi_to_income_monthly,prior_loan_count,prior_default_count,prior_principal_sum,employment_status,purpose,default_flag
4350000.0,12.0,0.1956,402045.0,2310000.0,21.0,37.0,525.0,3.0,6.0,0.44,19.0,0.93,0.0,1.8831168831168832,2.0885454545454545,3.0,0.0,7349969.0,self_employed,business,0
1840000.0,36.0,0.1045,59761.0,2310000.0,21.0,37.0,525.0,3.0,6.0,0.44,22.0,0.93,0.0,0.7965367965367965,0.31044675324675325,4.0,0.0,11699969.0,self_employed,auto,0
4270000.0,12.0,0.1236,380104.0,2370000.0,17.0,33.0,,,,,,,1.0,1.8016877637130801,1.9245772151898735,0.0,0.0,0.0,salaried,education,0
1150000.0,12.0,0.1574,104199.0,2370000.0,17.0,33.0,,,,,,,1.0,0.48523206751054854,0.5275898734177216,1.0,0.0,4270000.0,salaried,education,0
4160000.0,36.0,0.1599,146233.0,2590000.0,1.0,45.0,715.0,11.0,3.0,0.18,62.0,0.42,0.0,1.606177606177606,0.677527413127413,0.0,0.0,0.0,salaried,personal,0
1779935.0,24.0,0.1666,87714.0,2590000.0,1.0,45.0,715.0,11.0,3.0,0.18,66.0,0.42,0.0,0.6872335907335907,0.4063969111969112,1.0,0.0,4160000.0,salaried,personal,0
1990000.0,36.0,0.2096,74933.0,2960000.0,17.0,37.0,425.0,3.0,5.0,0.58,209.0,0.69,0.0,0.6722972972972973,0.30378243243243247,0.0,0.0,0.0,salaried,home,0
3880000.0,24.0,0.1128,181343.0,2010000.0,29.0,38.0,610.0,18.0,4.0,0.41,109.0,0.46,0.0,1.9303482587064678,1.082644776119403,0.0,0.0,0.0,self_employed,personal,0
4100000.0,12.0,0.1851,376884.0,2010000.0,29.0,38.0,610.0,18.0,4.0,0.41,114.0,0.46,0.0,2.0398009950248754,2.2500537313432836,1.0,0.0,3880000.0,self_employed,education,0
3480000.0,12.0,0.1236,309780.0,2030000.0,18.0,45.0,325.0,14.0,8.0,0.71,210.0,0.75,0.0,1.7142857142857142,1.8312118226600986,0.0,0.0,0.0,salaried,education,0
590000.0,12.0,0.209,54909.0,2030000.0,18.0,46.0,325.0,14.0,8.0,0.71,214.0,0.75,0.0,0.29064039408866993,0.32458522167487686,1.0,0.0,3480000.0,salaried,education,1
4530000.0,36.0,0.2062,169785.0,500000.0,14.0,26.0,850.0,4.0,0.0,0.03,172.0,0.1,0.0,9.06,4.07484,0.0,0.0,0.0,salaried,home,0
2190000.0,12.0,0.1926,202095.0,500000.0,14.0,27.0,850.0,4.0,0.0,0.03,181.0,0.1,0.0,4.38,4.850280000000001,1.0,0.0,4530000.0,salaried,education,0
1450000.0,12.0,0.1772,132743.0,1470000.0,11.0,40.0,,,,,,,1.0,0.9863945578231292,1.0836163265306122,0.0,0.0,0.0,self_employed,home,0
4600000.0,24.0,0.156,224352.0,1470000.0,11.0,40.0,,,,,,,1.0,3.129251700680272,1.8314448979591837,1.0,0.0,1450000.0,self_employed,education,0
4810000.0,36.0,0.2343,187273.0,1270000.0,10.0,52.0,535.0,11.0,6.0,0.44,54.0,0.19,0.0,3.7874015748031495,1.769508661417323,0.0,0.0,0.0,salaried,home,0
1529939.0,12.0,0.1992,141667.0,1270000.0,10.0,53.0,535.0,11.0,6.0,0.44,59.0,0.19,0.0,1.2046763779527558,1.3385858267716535,1.0,0.0,4810000.0,salaried,home,0
4300000.0,36.0,0.2033,160527.0,1419500.0,16.0,28.0,765.0,2.0,1.0,0.16,208.0,0.62,0.0,3.02923564635435,1.357044029587883,0.0,0.0,0.0,self_employed,home,0
3670000.0,36.0,0.1377,125022.0,1419500.0,16.0,30.0,765.0,2.0,1.0,0.16,222.0,0.62,0.0,2.585417400493131,1.056896090172596,1.0,0.0,4300000.0,self_employed,education,0
4140000.0,12.0,0.2064,384776.0,1170000.0,14.0,48.0,350.0,2.0,6.0,0.7,207.0,0.92,0.0,3.5384615384615383,3.946420512820513,0.0,0.0,0.0,salaried,education,0
2810000.0,24.0,0.1591,137466.0,1170000.0,14.0,48.0,350.0,2.0,6.0,0.7,215.0,0.92,0.0,2.4017094017094016,1.4099076923076923,1.0,0.0,4140000.0,salaried,education,0
460000.0,12.0,0.2001,42614.0,380000.0,20.0,32.0,310.0,16.0,7.0,0.76,201.0,0.75,0.0,1.2105263157894737,1.3457052631578947,0.0,0.0,0.0,salaried,business,0
3299997.0,36.0,0.2166,125449.0,1760000.0,17.0,51.0,685.0,8.0,3.0,0.29,43.0,0.37,0.0,1.8749982954545454,0.855334090909091,0.0,0.0,0.0,self_employed,business,0
3680000.0,36.0,0.1101,120496.0,2310000.0,23.0,49.0,640.0,2.0,4.0,0.3,124.0,0.07,0.0,1.593073593073593,0.6259532467532467,0.0,0.0,0.0,self_employed,auto,0
2070000.0,36.0,0.2273,79838.0,2310000.0,23.0,49.0,640.0,2.0,4.0,0.3,132.0,0.07,0.0,0.8961038961038961,0.41474285714285714,1.0,0.0,3680000.0,self_employed,auto,0
3190000.0,12.0,0.1813,292657.0,2310000.0,23.0,50.0,640.0,2.0,4.0,0.3,143.0,0.07,0.0,1.380952380952381,1.5202961038961038,2.0,0.0,5750000.0,self_employed,business,0
3740000.0,12.0,0.1872,344166.0,2310000.0,23.0,50.0,640.0,2.0,4.0,0.3,144.0,0.07,0.0,1.619047619047619,1.7878753246753247,3.0,0.0,8940000.0,self_employed,auto,0
2220000.0,24.0,0.1074,103202.0,2620000.0,13.0,49.0,,,,,,,1.0,0.8473282442748091,0.4726809160305343,0.0,0.0,0.0,self_employed,home,0
3420000.0,24.0,0.116,160353.0,2620000.0,13.0,50.0,,,,,,,1.0,1.3053435114503817,0.7344412213740458,1.0,0.0,2220000.0,self_employed,home,0
3710000.0,12.0,0.139,332936.0,1606500.0,6.0,24.0,,,,,,,1.0,2.309368191721133,2.486916900093371,0.0,0.0,0.0,salaried,business,0
2720000.0,12.0,0.1431,244618.0,1606500.0,6.0,24.0,,,,,,,1.0,1.693121693121693,1.8272119514472456,1.0,0.0,3710000.0,salaried,auto,0
3000000.0,12.0,0.2233,281260.0,1096500.0,12.0,46.0,,,,,,,1.0,2.735978112175103,3.0780848153214775,0.0,0.0,0.0,salaried,education,0
4330000.0,24.0,0.2188,224376.0,1290000.0,13.0,47.0,,,,,,,1.0,3.356589147286822,2.087218604651163,1.0,0.0,3000000.0,salaried,home,0
2180000.0,12.0,0.1466,196414.0,1300000.0,12.0,25.0,600.0,13.0,3.0,0.4,-12.0,0.29,0.0,1.676923076923077,1.8130523076923077,0.0,0.0,0.0,self_employed,business,0
1340000.0,36.0,0.122,44635.0,2440000.0,5.0,26.0,565.0,8.0,5.0,0.38,127.0,0.24,0.0,0.5491803278688525,0.21951639344262294,0.0,0.0,0.0,salaried,business,0
560000.0,36.0,0.1952,20675.0,2440000.0,5.0,26.0,565.0,8.0,5.0,0.38,130.0,0.24,0.0,0.22950819672131148,0.10168032786885245,1.0,0.0,1340000.0,salaried,business,0
4720000.0,36.0,0.1792,170450.0,1780000.0,27.0,52.0,585.0,14.0,4.0,0.42,216.0,0.14,0.0,2.651685393258427,1.1491011235955055,0.0,0.0,0.0,salaried,business,0
3180000.0,24.0,0.1582,155429.0,1780000.0,27.0,53.0,585.0,14.0,4.0,0.42,223.0,0.14,0.0,1.7865168539325842,1.0478359550561798,1.0,0.0,4720000.0,salaried,business,0
10707000000.0,12.0,0.1648,973889007.0,1780000.0,27.0,53.0,585.0,14.0,4.0,0.42,223.0,0.14,0.0,6015.168539325843,6565.54386741573,2.0,0.0,7900000.0,salaried,auto,0
3010000.0,12.0,0.1913,277578.0,1830000.0,17.0,26.0,790.0,1.0,2.0,0.1,200.0,0.9,0.0,1.644808743169399,1.820183606557377,0.0,0.0,0.0,salaried,education,0
3429975.0,36.0,0.1312,115768.0,2170000.0,28.0,48.0,,,,,,,1.0,1.5806336405529955,0.6401917050691244,0.0,0.0,0.0,salaried,personal,0
690000.0,36.0,0.197,25538.0,2170000.0,28.0,49.0,,,,,,,1.0,0.31797235023041476,0.14122396313364055,1.0,0.0,3429975.0,salaried,business,0
4340000.0,36.0,0.2096,163421.0,1180000.0,20.0,33.0,510.0,17.0,5.0,0.5,4.0,0.65,0.0,3.6779661016949152,1.6619084745762713,0.0,0.0,0.0,self_employed,home,0
550000.0,24.0,0.1842,27570.0,1180000.0,20.0,33.0,510.0,17.0,5.0,0.5,11.0,0.65,0.0,0.4661016949152542,0.2803728813559322,1.0,0.0,4340000.0,self_employed,auto,0
979981.0,24.0,0.1622,48086.0,1180000.0,14.0,40.0,625.0,18.0,2.0,0.37,186.0,0.47,0.0,0.8304923728813559,0.4890101694915254,0.0,0.0,0.0,self_employed,auto,0
1310000.0,36.0,0.1421,44906.0,1180000.0,14.0,40.0,625.0,18.0,2.0,0.37,195.0,0.47,0.0,1.1101694915254237,0.456671186440678,1.0,0.0,979981.0,self_employed,business,0
2780000.0,36.0,0.2218,106429.0,1180000.0,14.0,40.0,625.0,18.0,2.0,0.37,196.0,0.47,0.0,2.3559322033898304,1.082328813559322,2.0,0.0,2289981.0,self_employed,auto,0
2180000.0,36.0,0.1114,71515.0,1180000.0,14.0,40.0,625.0,18.0,2.0,0.37,197.0,0.47,0.0,1.847457627118644,0.727271186440678,3.0,0.0,5069981.0,self_employed,personal,0
4120000.0,24.0,0.1023,190555.0,2670000.0,1.0,30.0,300.0,19.0,9.0,0.75,18.0,0.26,0.0,1.5430711610486891,0.8564269662921349,0.0,0.0,0.0,self_employed,education,1
3030000.0,12.0,0.1866,278743.0,1720000.0,7.0,25.0,825.0,16.0,0.0,0.09,114.0,0.38,0.0,1.7616279069767442,1.9447186046511626,0.0,0.0,0.0,self_employed,business,0
2179995.0,12.0,0.1217,193863.0,1720000.0,7.0,25.0,825.0,16.0,0.0,0.09,116.0,0.38,0.0,1.267438953488372,1.3525325581395349,1.0,0.0,3030000.0,self_employed,home,0
3460000.0,24.0,0.1769,172220.0,1720000.0,7.0,26.0,825.0,16.0,0.0,0.09,122.0,0.38,0.0,2.011627906976744,1.20153488372093,2.0,0.0,5209995.0,self_employed,auto,0
230000.0,36.0,0.2264,8860.0,1170000.0,14.0,43.0,540.0,6.0,3.0,0.45,196.0,0.85,0.0,0.19658119658119658,0.09087179487179488,0.0,0.0,0.0,self_employed,education,0
3890000.0,12.0,0.1252,346569.0,1170000.0,14.0,43.0,540.0,6.0,3.0,0.45,202.0,0.85,0.0,3.324786324786325,3.554553846153846,1.0,0.0,230000.0,self_employed,business,0
650000.0,36.0,0.1144,21416.0,1170000.0,14.0,43.0,540.0,6.0,3.0,0.45,203.0,0.85,0.0,0.5555555555555556,0.21965128205128204,2.0,0.0,4120000.0,self_employed,auto,0
2520000.0,24.0,0.2231,131119.0,1170000.0,14.0,44.0,540.0,6.0,3.0,0.45,213.0,0.85,0.0,2.1538461538461537,1.3448102564102564,3.0,0.0,4770000.0,self_employed,auto,0
690000.0,24.0,0.2161,35663.0,1580000.0,4.0,44.0,600.0,6.0,4.0,0.34,142.0,0.28,0.0,0.43670886075949367,0.27085822784810126,0.0,0.0,0.0,self_employed,home,0
2770000.0,24.0,0.1002,127847.0,1580000.0,4.0,44.0,600.0,6.0,4.0,0.34,142.0,0.28,0.0,1.7531645569620253,0.9709898734177216,1.0,0.0,690000.0,self_employed,personal,0
2950000.0,12.0,0.2068,274233.0,1580000.0,4.0,45.0,600.0,6.0,4.0,0.34,145.0,0.28,0.0,1.8670886075949367,2.082782278481013,2.0,0.0,3460000.0,self_employed,business,0
1990000.0,12.0,0.1386,178545.0,1580000.0,4.0,45.0,600.0,6.0,4.0,0.34,145.0,0.28,0.0,1.259493670886076,1.3560379746835445,3.0,0.0,6410000.0,self_employed,home,0
4990000.0,12.0,0.1965,461411.0,1580000.0,4.0,45.0,600.0,6.0,4.0,0.34,151.0,0.28,0.0,3.1582278481012658,3.5043873417721523,4.0,0.0,8400000.0,self_employed,auto,0
2660000.0,24.0,0.175,132156.0,1580000.0,4.0,46.0,600.0,6.0,4.0,0.34,158.0,0.28,0.0,1.6835443037974684,1.0037164556962026,5.0,0.0,13390000.0,self_employed,business,0
740000.0,12.0,0.1501,66795.0,1580000.0,4.0,46.0,600.0,6.0,4.0,0.34,158.0,0.28,0.0,0.46835443037974683,0.5073037974683545,6.0,0.0,16050000.0,self_employed,business,0
4830000.0,36.0,0.1936,177929.0,1160000.0,12.0,47.0,,,,,,,1.0,4.163793103448276,1.8406448275862068,0.0,0.0,0.0,self_employed,personal,0
1600000.0,12.0,0.132,143058.0,1160000.0,12.0,47.0,,,,,,,1.0,1.3793103448275863,1.479910344827586,1.0,0.0,4830000.0,self_employed,business,0
120000.0,24.0,0.194,6072.0,1160000.0,12.0,47.0,,,,,,,1.0,0.10344827586206896,0.06281379310344827,2.0,0.0,6430000.0,self_employed,personal,0
410000.0,36.0,0.2327,15929.0,1160000.0,12.0,48.0,,,,,,,1.0,0.35344827586206895,0.16478275862068964,3.0,0.0,6550000.0,self_employed,auto,0
920000.0,24.0,0.212,47365.0,2099500.0,0.0,31.0,500.0,6.0,5.0,0.51,190.0,0.68,0.0,0.43819957132650633,0.2707216003810431,0.0,0.0,0.0,self_employed,personal,0
4620000.0,24.0,0.2051,236291.0,2470000.0,0.0,31.0,500.0,6.0,5.0,0.51,197.0,0.68,0.0,1.8704453441295548,1.1479724696356275,1.0,0.0,920000.0,self_employed,education,0
1970000.0,24.0,0.1756,97932.0,527000.0,26.0,34.0,,,,,,,1.0,3.7381404174573056,2.2299506641366227,0.0,0.0,0.0,self_employed,auto,0
2299930.0,36.0,0.2388,90088.0,527000.0,26.0,34.0,,,,,,,1.0,4.364193548387097,2.051339658444023,1.0,0.0,1970000.0,self_employed,personal,0
1930000.0,36.0,0.182,69968.0,527000.0,26.0,34.0,,,,,,,1.0,3.6622390891840606,1.5931992409867173,2.0,0.0,4269930.0,self_employed,business,0
1570000.0,12.0,0.2378,148291.0,1660000.0,2.0,51.0,400.0,10.0,6.0,0.58,59.0,0.27,0.0,0.9457831325301205,1.0719831325301203,0.0,0.0,0.0,self_employed,auto,0
3750000.0,36.0,0.2157,142381.0,310000.0,10.0,32.0,,,,,,,1.0,12.096774193548388,5.5115225806451615,0.0,0.0,0.0,salaried,auto,0
1390000.0,24.0,0.2121,71570.0,2910000.0,25.0,34.0,,,,,,,1.0,0.47766323024054985,0.2951340206185567,0.0,0.0,0.0,salaried,auto,0
3520000.0,36.0,0.1582,123440.0,2910000.0,25.0,34.0,,,,,,,1.0,1.2096219931271477,0.5090309278350515,1.0,0.0,1390000.0,salaried,education,0
2520000.0,36.0,0.1757,90561.0,2910000.0,25.0,34.0,,,,,,,1.0,0.865979381443299,0.37344742268041237,2.0,0.0,4910000.0,salaried,education,0
980000.0,12.0,0.2331,92341.0,1650000.0,2.0,50.0,640.0,14.0,3.0,0.28,114.0,0.73,0.0,0.593939393939394,0.6715709090909091,0.0,0.0,0.0,self_employed,education,0
670000.0,24.0,0.1385,32121.0,2218500.0,18.0,49.0,450.0,2.0,5.0,0.54,39.0,0.63,0.0,0.30200585981519046,0.1737444219066937,0.0,0.0,0.0,self_employed,business,0
4570000.0,12.0,0.1739,417652.0,2218500.0,18.0,49.0,450.0,2.0,5.0,0.54,48.0,0.63,0.0,2.0599504169483884,2.2591048005409062,1.0,0.0,670000.0,self_employed,auto,0
2919940.0,12.0,0.1075,257729.0,1680000.0,26.0,46.0,490.0,11.0,6.0,0.52,33.0,0.19,0.0,1.7380595238095238,1.8409214285714286,0.0,0.0,0.0,salaried,home,0
1560000.0,24.0,0.1831,78115.0,1680000.0,26.0,46.0,490.0,11.0,6.0,0.52,36.0,0.19,0.0,0.9285714285714286,0.5579642857142857,1.0,0.0,2919940.0,salaried,auto,0
7802000000.0,36.0,0.1827,283118859.0,1560000.0,5.0,51.0,,,,,,,1.0,5001.282051282052,2177.837376923077,0.0,0.0,0.0,self_employed,personal,0
4910000.0,24.0,0.1499,238046.0,1560000.0,5.0,52.0,,,,,,,1.0,3.1474358974358974,1.8311230769230769,1.0,0.0,7802000000.0,self_employed,auto,0
1490000.0,12.0,0.2036,138282.0,1940000.0,29.0,39.0,790.0,1.0,0.0,0.14,54.0,0.93,0.0,0.7680412371134021,0.8553525773195877,0.0,0.0,0.0,self_employed,auto,0
4550000.0,24.0,0.1673,224372.0,1940000.0,29.0,40.0,790.0,1.0,0.0,0.14,63.0,0.93,0.0,2.345360824742268,1.3878680412371134,1.0,0.0,1490000.0,self_employed,home,0
2000000.0,24.0,0.1794,99790.0,2800000.0,24.0,36.0,400.0,9.0,7.0,0.61,140.0,0.47,0.0,0.7142857142857143,0.42767142857142854,0.0,0.0,0.0,salaried,education,0
780000.0,12.0,0.2341,73534.0,1360000.0,15.0,39.0,625.0,7.0,4.0,0.34,43.0,0.6,0.0,0.5735294117647058,0.6488294117647059,0.0,0.0,0.0,self_employed,business,0
1840000.0,24.0,0.174,91328.0,1360000.0,15.0,39.0,625.0,7.0,4.0,0.34,48.0,0.6,0.0,1.3529411764705883,0.8058352941176471,1.0,0.0,780000.0,self_employed,business,0
890000.0,12.0,0.2216,83368.0,1360000.0,15.0,40.0,625.0,7.0,4.0,0.34,50.0,0.6,0.0,0.6544117647058824,0.7356,2.0,0.0,2620000.0,self_employed,personal,0
2389985.0,36.0,0.1737,85650.0,1360000.0,15.0,40.0,625.0,7.0,4.0,0.34,58.0,0.6,0.0,1.7573419117647058,0.7557352941176471,3.0,0.0,3510000.0,self_employed,home,0
290000.0,24.0,0.1865,14569.0,2180000.0,1.0,34.0,365.0,12.0,8.0,0.65,33.0,0.91,0.0,0.13302752293577982,0.08019633027522936,0.0,0.0,0.0,salaried,home,0
3570000.0,36.0,0.1727,127760.0,2180000.0,1.0,34.0,365.0,12.0,8.0,0.65,34.0,0.91,0.0,1.6376146788990826,0.7032660550458716,1.0,0.0,290000.0,salaried,auto,0
4650000.0,36.0,0.2343,181044.0,1730000.0,24.0,36.0,710.0,4.0,1.0,0.25,198.0,0.76,0.0,2.6878612716763004,1.2557965317919075,0.0,0.0,0.0,salaried,home,0
1330000.0,36.0,0.1795,48049.0,980000.0,27.0,30.0,,,,,,,1.0,1.3571428571428572,0.5883551020408163,0.0,0.0,0.0,self_employed,auto,0
3910000.0,12.0,0.115,346485.0,980000.0,27.0,30.0,,,,,,,1.0,3.989795918367347,4.242673469387755,1.0,0.0,1330000.0,self_employed,auto,0
960000.0,36.0,0.1974,35550.0,314500.0,12.0,48.0,515.0,18.0,4.0,0.45,58.0,0.74,0.0,3.0524642289348174,1.3564387917329095,0.0,0.0,0.0,self_employed,auto,0
1920000.0,12.0,0.2223,179914.0,314500.0,12.0,48.0,515.0,18.0,4.0,0.45,66.0,0.74,0.0,6.104928457869635,6.864763116057234,1.0,0.0,960000.0,self_employed,personal,0
3980000.0,36.0,0.1546,138866.0,1970000.0,15.0,30.0,565.0,17.0,4.0,0.39,157.0,0.73,0.0,2.020304568527919,0.8458842639593909,0.0,0.0,0.0,salaried,education,0
1530000.0,24.0,0.1441,73756.0,1970000.0,15.0,30.0,565.0,17.0,4.0,0.39,158.0,0.73,0.0,0.7766497461928934,0.4492751269035533,1.0,0.0,3980000.0,salaried,personal,0
420000.0,36.0,0.1868,15328.0,1140000.0,12.0,41.0,,,,,,,1.0,0.3684210526315789,0.16134736842105263,0.0,0.0,0.0,salaried,home,0
2680000.0,36.0,0.1026,86804.0,1140000.0,12.0,42.0,,,,,,,1.0,2.3508771929824563,0.9137263157894737,1.0,0.0,420000.0,salaried,education,1
2290000.0,24.0,0.1371,109636.0,960000.0,28.0,42.0,840.0,5.0,1.0,0.05,87.0,0.81,0.0,2.3854166666666665,1.37045,0.0,0.0,0.0,self_employed,business,0
4520000.0,24.0,0.1639,222156.0,960000.0,28.0,43.0,840.0,5.0,1.0,0.05,97.0,0.81,0.0,4.708333333333333,2.77695,1.0,0.0,2290000.0,self_employed,home,0
2290000.0,36.0,0.1231,76400.0,2700000.0,7.0,30.0,540.0,17.0,6.0,0.43,133.0,0.39,0.0,0.8481481481481481,0.33955555555555555,0.0,0.0,0.0,self_employed,business,0
3750000.0,12.0,0.1311,335133.0,2700000.0,7.0,30.0,540.0,17.0,6.0,0.43,136.0,0.39,0.0,1.3888888888888888,1.48948,1.0,0.0,2290000.0,self_employed,education,0
1170000.0,12.0,0.1527,105751.0,2700000.0,7.0,30.0,540.0,17.0,6.0,0.43,136.0,0.39,0.0,0.43333333333333335,0.47000444444444445,2.0,0.0,6040000.0,self_employed,personal,0
1530000.0,12.0,0.1305,136691.0,2430000.0,28.0,29.0,685.0,5.0,2.0,0.25,103.0,0.39,0.0,0.6296296296296297,0.6750172839506173,0.0,0.0,0.0,self_employed,personal,0
4510000.0,36.0,0.1821,163523.0,2430000.0,28.0,31.0,685.0,5.0,2.0,0.25,119.0,0.39,0.0,1.8559670781893005,0.807520987654321,1.0,0.0,1530000.0,self_employed,education,0
1710000.0,12.0,0.2089,159134.0,2100000.0,25.0,44.0,,,,,,,1.0,0.8142857142857143,0.9093371428571428,0.0,0.0,0.0,salaried,business,0
3970000.0,12.0,0.1323,355018.0,1780000.0,26.0,39.0,,,,,,,1.0,2.230337078651685,2.3933797752808985,0.0,0.0,0.0,self_employed,auto,0
2310000.0,36.0,0.1414,79107.0,1780000.0,26.0,39.0,,,,,,,1.0,1.297752808988764,0.5333056179775281,1.0,0.0,3970000.0,self_employed,auto,0
1930000.0,36.0,0.1416,66113.0,1780000.0,26.0,39.0,,,,,,,1.0,1.0842696629213484,0.44570561797752806,2.0,0.0,6280000.0,self_employed,home,0
970000.0,36.0,0.1184,32144.0,1780000.0,26.0,39.0,,,,,,,1.0,0.5449438202247191,0.2167011235955056,3.0,0.0,8210000.0,self_employed,personal,0
3760000.0,36.0,0.2092,141504.0,1780000.0,26.0,39.0,,,,,,,1.0,2.1123595505617976,0.9539595505617977,4.0,0.0,9180000.0,self_employed,home,0
4680000.0,12.0,0.159,424399.0,1960000.0,25.0,27.0,510.0,16.0,6.0,0.49,93.0,0.34,0.0,2.3877551020408165,2.598361224489796,0.0,0.0,0.0,salaried,personal,0
3860000.0,36.0,0.1327,130561.0,1960000.0,25.0,28.0,510.0,16.0,6.0,0.49,103.0,0.34,0.0,1.969387755102041,0.7993530612244898,1.0,0.0,4680000.0,salaried,personal,0
800000.0,36.0,0.1606,28149.0,1960000.0,25.0,28.0,510.0,16.0,6.0,0.49,108.0,0.34,0.0,0.40816326530612246,0.1723408163265306,2.0,0.0,8540000.0,salaried,auto,0
2710000.0,36.0,0.1425,92951.0,1960000.0,25.0,28.0,510.0,16.0,6.0,0.49,108.0,0.34,0.0,1.3826530612244898,0.5690877551020408,3.0,0.0,9340000.0,salaried,personal,0
3420000.0,36.0,0.1317,115514.0,1700000.0,5.0,44.0,,,,,,,1.0,2.011764705882353,0.8153929411764707,0.0,0.0,0.0,self_employed,education,0
3880000.0,24.0,0.2021,197874.0,1700000.0,5.0,44.0,,,,,,,1.0,2.2823529411764705,1.3967576470588237,1.0,0.0,3420000.0,self_employed,personal,0
1790000.0,12.0,0.2317,168544.0,1700000.0,5.0,45.0,,,,,,,1.0,1.0529411764705883,1.1897223529411765,2.0,0.0,7300000.0,self_employed,home,0
4980000.0,36.0,0.1647,176240.0,1700000.0,5.0,45.0,,,,,,,1.0,2.929411764705882,1.2440470588235295,3.0,0.0,9090000.0,self_employed,personal,0
2400000.0,12.0,0.1145,212620.0,484500.0,26.0,53.0,700.0,1.0,1.0,0.24,0.0,0.75,0.0,4.953560371517028,5.2661300309597525,0.0,0.0,0.0,salaried,education,0
3770000.0,24.0,0.1431,181561.0,484500.0,26.0,53.0,700.0,1.0,1.0,0.24,8.0,0.75,0.0,7.781217750257998,4.496866873065016,1.0,0.0,2400000.0,salaried,education,0
2180000.0,12.0,0.1347,195193.0,1030000.0,9.0,35.0,,,,,,,1.0,2.116504854368932,2.274093203883495,0.0,0.0,0.0,self_employed,auto,1
2250000.0,36.0,0.1641,79560.0,1030000.0,9.0,35.0,,,,,,,1.0,2.1844660194174756,0.9269126213592234,1.0,1.0,2180000.0,self_employed,auto,0
3800000.0,24.0,0.1592,185915.0,1030000.0,9.0,36.0,,,,,,,1.0,3.6893203883495147,2.166,2.0,1.0,4430000.0,self_employed,home,0
4150000.0,12.0,0.1635,377221.0,2040000.0,17.0,32.0,600.0,2.0,3.0,0.39,48.0,0.31,0.0,2.034313725490196,2.2189470588235296,0.0,0.0,0.0,salaried,education,0
3190000.0,12.0,0.1614,289643.0,2040000.0,17.0,32.0,600.0,2.0,3.0,0.39,51.0,0.31,0.0,1.5637254901960784,1.7037823529411764,1.0,0.0,4150000.0,salaried,business,0
4170000.0,24.0,0.1379,199800.0,2040000.0,17.0,33.0,600.0,2.0,3.0,0.39,56.0,0.31,0.0,2.0441176470588234,1.1752941176470588,2.0,0.0,7340000.0,salaried,personal,0
760000.0,36.0,0.1254,25439.0,1150000.0,23.0,46.0,465.0,15.0,6.0,0.54,199.0,0.52,0.0,0.6608695652173913,0.2654504347826087,0.0,0.0,0.0,salaried,personal,0
219950.0,24.0,0.155,10717.0,1150000.0,23.0,46.0,465.0,15.0,6.0,0.54,200.0,0.52,0.0,0.1912608695652174,0.1118295652173913,1.0,0.0,760000.0,salaried,education,0
1620000.0,24.0,0.1425,77972.0,1340000.0,7.0,25.0,,,,,,,1.0,1.208955223880597,0.6982567164179104,0.0,0.0,0.0,self_employed,auto,0
1000000.0,12.0,0.121,88896.0,1340000.0,7.0,26.0,,,,,,,1.0,0.746268656716418,0.7960835820895522,1.0,0.0,1620000.0,self_employed,auto,0
830000.0,36.0,0.2366,32415.0,1340000.0,7.0,27.0,,,,,,,1.0,0.6194029850746269,0.29028358208955224,2.0,0.0,2620000.0,self_employed,personal,0
2450000.0,24.0,0.1996,124647.0,1260000.0,15.0,49.0,585.0,16.0,3.0,0.38,0.0,0.62,0.0,1.9444444444444444,1.1871142857142858,0.0,0.0,0.0,self_employed,business,0
3610000.0,24.0,0.1383,173037.0,1260000.0,15.0,49.0,585.0,16.0,3.0,0.38,1.0,0.62,0.0,2.865079365079365,1.6479714285714286,1.0,0.0,2450000.0,self_employed,business,0
2940000.0,24.0,0.1339,140312.0,1260000.0,15.0,50.0,585.0,16.0,3.0,0.38,8.0,0.62,0.0,2.3333333333333335,1.3363047619047619,2.0,0.0,6060000.0,self_employed,home,0
3200000.0,36.0,0.1578,112155.0,1260000.0,28.0,32.0,740.0,15.0,0.0,0.13,19.0,0.83,0.0,2.5396825396825395,1.068142857142857,0.0,0.0,0.0,salaried,home,0
3400000.0,12.0,0.136,304637.0,2760000.0,2.0,29.0,415.0,5.0,7.0,0.62,177.0,0.9,0.0,1.2318840579710144,1.3245086956521739,0.0,0.0,0.0,salaried,business,0
280000.0,36.0,0.2058,10489.0,2760000.0,2.0,30.0,415.0,5.0,7.0,0.62,188.0,0.9,0.0,0.10144927536231885,0.04560434782608696,1.0,0.0,3400000.0,salaried,auto,0
2190000.0,12.0,0.1111,193668.0,1480000.0,21.0,37.0,725.0,9.0,3.0,0.18,25.0,0.1,0.0,1.4797297297297298,1.5702810810810812,0.0,0.0,0.0,salaried,education,0
4890000.0,12.0,0.1858,449666.0,1480000.0,21.0,38.0,725.0,9.0,3.0,0.18,30.0,0.1,0.0,3.304054054054054,3.6459405405405407,1.0,0.0,2190000.0,salaried,business,0
2650000.0,12.0,0.2048,246091.0,1480000.0,21.0,38.0,725.0,9.0,3.0,0.18,31.0,0.1,0.0,1.7905405405405406,1.9953324324324324,2.0,0.0,7080000.0,salaried,personal,0
